HIP,RA,Dec,Vmag,pmRA,pmDE,Plx,RV
3122,9.93170374,-11.15078115,6.83,-58.29,-123.88,14.28,24.30
3132,9.94686367,82.49376241,6.38,-113.75,77.65,30.07,-34.80
3137,9.96645783,-44.79629257,6.00,42.47,17.60,10.62,7.90
3138,9.98154900,21.43849510,5.36,29.70,-23.70,7.87,-18.50
3142,9.99093241,-33.96144932,6.68,328.54,-108.72,24.90,-12.40
3145,9.99784227,76.87113516,6.73,3.23,-15.06,4.80,-16.91
3170,10.10695771,-59.45460432,5.89,883.20,443.29,40.07,3.50
3175,10.11909370,-16.51667606,6.49,41.00,-33.30,6.83,48.40
3179,10.12683548,56.53733109,2.24,50.88,-32.13,14.29,-4.31
3185,10.13670406,-23.80487605,6.14,632.00,-356.80,34.62,-46.60
3188,10.13891485,-29.42085913,6.75,16.54,8.27,4.97,13.80
3193,10.17655087,-4.35184070,5.90,-14.80,-14.74,6.92,34.50
3231,10.27993550,39.45866407,5.30,-15.32,-2.53,9.19,-5.10
3236,10.29947574,9.35505757,6.52,-122.43,-103.72,29.90,-14.75
3240,10.30295675,52.19766582,6.74,-36.47,-28.24,7.13,2.00
3245,10.33146537,-46.08500681,4.59,-23.30,0.10,13.27,18.80
3266,10.39361620,-25.19656326,6.55,-6.47,-42.79,3.24,34.00
3267,10.39425259,65.86821482,6.95,70.95,-60.19,21.45,4.10
3269,10.40017685,24.62900846,6.06,108.40,-16.90,7.89,-15.60
3277,10.44332165,-56.50131553,5.72,90.73,57.17,14.92,9.80
3299,10.51425676,66.14759233,5.83,-11.31,-8.75,6.31,-3.60
3300,10.51623134,50.51252576,4.80,12.02,-6.72,2.28,-10.60
3316,10.56067636,-11.80486951,6.78,89.59,-28.46,5.96,
3330,10.61822148,-65.46803008,5.38,53.11,40.90,24.37,41.50
3334,10.62934357,58.75341065,6.18,29.53,-7.85,2.97,-3.00
3346,10.65828704,52.33715372,6.94,-5.19,-3.75,-0.69,-82.30
3352,10.67479109,-60.26280759,5.99,263.36,-51.45,14.12,26.10
3356,10.67871585,-38.46348264,6.05,3.10,-9.80,6.89,11.10
3369,10.71143027,-9.92169123,6.63,-26.21,-20.97,25.24,22.20
3371,10.71979279,16.66246429,6.56,-32.79,-84.31,6.73,-9.35
3397,10.82291206,-45.18133594,6.98,34.00,6.40,6.34,
3405,10.83849351,-57.46305996,4.36,-4.30,11.90,13.24,7.70
3414,10.86695727,47.02454625,4.95,-23.72,-36.85,18.63,12.90
3419,10.89737940,-17.98660460,2.04,232.55,31.99,33.86,13.10
3436,10.95870021,-12.01181258,6.01,-2.85,-208.04,17.73,-9.20
3438,10.96776959,33.31071533,6.92,1.22,12.82,13.49,5.10
3445,11.01243397,70.82342565,6.75,-12.76,-22.35,6.80,-5.22
3455,11.04750551,-10.60955044,4.77,-8.90,-113.81,13.96,-0.30
3456,11.05041376,-38.42168566,5.90,245.50,118.10,9.63,26.50
3459,11.05998206,-49.38589269,6.86,37.11,-0.98,7.99,
3478,11.10913203,47.86398376,5.66,-39.30,8.75,5.23,-66.00
3489,11.13189083,-62.49759073,6.06,102.30,9.40,11.41,-4.00
3490,11.14745645,-78.08218869,6.61,14.12,-6.22,6.30,
3497,11.16361558,-65.64952233,6.55,157.50,-742.27,45.34,95.25
3504,11.18132380,48.28436410,4.48,18.84,-7.18,4.64,-18.70
3505,11.18498226,-22.00613523,5.22,-66.50,80.96,37.39,11.70
3509,11.20041874,67.15818131,6.90,217.37,-58.09,22.09,7.90
3517,11.22769673,-63.19662031,6.94,13.28,-38.39,2.67,
3521,11.23772103,-42.67655849,5.94,-88.72,-96.49,15.53,10.00
3527,11.24975308,-53.71489502,6.15,223.98,1.89,21.46,14.60
3532,11.26004159,62.52860388,6.62,7.78,-1.91,2.70,5.11
3544,11.32156044,55.22139572,5.41,-29.08,-4.88,10.12,-8.50
3552,11.35052385,-4.62915989,6.15,35.89,36.89,3.94,6.00
3559,11.36953277,-12.88080960,6.15,-32.29,-205.61,32.26,-10.31
3572,11.41282360,74.98807307,5.64,-15.00,-23.00,10.75,8.90
3576,11.42378103,-16.42421984,6.47,12.20,-3.80,11.23,4.80
3583,11.43997080,-47.55198527,5.80,183.98,78.73,65.97,-11.00
3584,11.44146805,56.77488697,6.95,2.56,-4.06,0.56,-25.00
3604,11.54505610,44.86149712,6.03,20.80,-1.40,7.63,0.40
3607,11.54897393,-22.52209695,5.49,197.61,-12.73,10.72,-14.70
3611,11.56272073,55.30538063,6.51,9.88,-4.13,6.18,-8.30
3632,11.63732574,15.47550446,5.36,-29.48,-44.33,4.20,-24.26
3637,11.65530519,-30.19093613,6.81,-24.37,-3.83,7.66,10.00
3638,11.65753534,46.89378445,6.86,39.68,6.29,3.96,-4.58
3641,11.66044163,69.32540848,6.39,167.12,15.52,24.54,-14.00
3649,11.67691363,59.57453908,6.41,-6.63,-0.77,1.07,-16.40
3650,11.68682916,21.62432903,6.95,55.73,-19.87,8.94,-7.10
3675,11.75607711,11.97384928,5.51,53.85,-35.22,11.52,-2.61
3685,11.80677889,19.57870241,6.11,107.61,7.41,9.94,0.00
3693,11.83468919,24.26717799,4.08,-101.17,-81.77,17.24,-24.43
3697,11.84846603,6.74095641,5.98,13.70,-15.00,7.08,14.30
3717,11.93008447,-18.06133903,5.70,31.28,34.55,9.18,1.80
3719,11.93758352,26.29165445,6.93,99.78,11.63,4.60,-4.18
3721,11.94188855,74.84757295,5.42,15.34,-6.65,4.23,-4.10
3730,11.97845175,20.92534584,6.51,160.73,14.10,17.53,-0.20
3736,11.99594285,51.44475355,6.86,-10.40,-11.00,4.68,-4.70
3741,12.00444392,-21.72249221,5.57,24.50,-11.20,9.51,21.50
3750,12.03807254,72.67448173,5.86,133.87,10.25,16.33,1.46
3755,12.04869953,65.11960982,6.91,22.40,-10.20,5.44,13.00
3760,12.07254207,7.29992806,5.92,111.10,4.49,5.63,1.70
3765,12.09573817,5.28061493,5.74,757.30,-1135.40,134.14,-10.14
3781,12.14757205,-74.92343763,5.09,132.87,-34.25,15.40,9.50
3786,12.17060122,7.58507917,4.44,82.40,-49.20,10.48,32.40
3787,12.17125692,52.10081065,6.82,4.41,-13.68,2.48,-0.50
3788,12.17196273,-28.49543119,6.78,86.28,-54.15,16.15,0.70
3801,12.20842239,50.96816767,4.90,30.84,-10.02,7.92,9.00
3807,12.23636576,-46.69764768,6.28,-10.92,20.77,7.72,11.80
3810,12.24461788,16.94064377,5.07,-1.90,-200.60,42.64,3.76
3821,12.27621323,57.81518734,3.46,1086.59,-559.43,167.98,8.44
3823,12.26941586,14.80920315,6.95,0.32,1.46,3.00,13.71
3834,12.30811653,-24.13667172,5.90,84.00,-55.60,17.27,22.90
3849,12.35673214,-13.56127432,5.59,103.20,-105.50,11.75,3.40
3858,12.38929139,-23.36214378,6.27,-11.46,-13.89,4.27,-3.30
3865,12.40504485,47.76392743,6.66,-50.72,-24.82,11.84,-14.00
3881,12.45353036,41.07891087,4.53,22.76,-18.35,5.28,-23.50
3885,12.47152416,27.71028626,5.55,95.70,-8.80,11.29,6.80
3889,12.47897870,-0.22413818,6.64,25.35,-7.96,3.73,
3901,12.50949348,70.77416598,6.90,17.51,-4.21,5.67,-10.30
3903,12.51569613,-43.39492110,6.49,9.90,10.10,9.21,11.90
3909,12.53162924,-10.64432569,5.17,-226.66,-229.68,63.48,8.22
3919,12.57609908,45.00225763,6.13,61.89,6.60,9.97,1.60
3949,12.67161010,-50.98681565,5.24,62.71,44.77,13.47,22.00
3951,12.68171635,64.24754961,5.35,30.10,-11.50,5.10,-2.38
3961,12.71838166,-71.15143334,6.86,-13.26,38.05,26.21,7.70
3964,12.73438833,77.95352667,6.76,75.13,-13.08,8.42,-15.40
3965,12.73914815,51.50803252,6.38,138.13,-0.14,14.86,2.30
3979,12.79520033,-5.03927842,6.98,261.60,-119.42,46.47,-3.70
3988,12.81826239,61.80549368,6.04,-2.57,-1.54,0.28,-19.94
3992,12.82635023,3.38501997,6.39,21.25,-64.66,7.25,4.41
3995,12.83279529,-9.40554339,6.89,-24.49,8.13,10.96,-10.90
4006,12.85803493,63.78116880,6.87,-1.70,-0.40,0.25,-26.00
4023,12.89078300,51.57142663,6.22,-3.59,-10.43,3.26,-13.70
4025,12.89536535,12.78477045,6.70,85.30,-22.00,10.59,-6.00
4049,12.96737464,-43.70902997,6.89,31.20,1.90,10.46,12.30
4058,12.98787950,33.88998092,6.87,-1.40,-22.30,7.82,-29.48
4084,13.10216505,-69.50376382,6.67,4.77,-70.48,15.80,29.40
4104,13.16926991,-24.00584405,5.47,37.28,33.06,5.84,37.60
4127,13.21563797,40.24556974,6.76,-90.69,52.21,23.94,-73.80
4129,13.22241568,38.54883131,6.70,24.91,-9.84,5.41,17.20
4147,13.25205960,-1.14426019,4.78,6.92,-15.72,5.56,16.22
4151,13.26748600,61.12396986,4.80,-68.95,170.15,53.35,20.70
4164,13.30191993,-24.77687583,6.44,99.00,12.50,13.59,-6.00
4185,13.36759762,37.41820943,6.07,10.72,-43.85,9.27,-10.47
4197,13.40406412,29.48930512,6.70,-2.00,-45.75,4.78,-13.30
4200,13.40780824,-62.87135169,5.73,74.57,0.70,4.58,-10.00
4207,13.42222221,-4.52558836,6.53,97.05,-4.53,6.46,
4212,13.44833067,52.68929342,6.27,77.90,-24.00,11.31,-1.10
4232,13.49630938,-48.79135648,6.82,81.45,7.59,5.66,
4257,13.57330376,-8.74066162,6.15,16.93,-48.14,7.61,46.30
4267,13.64677843,19.18841742,5.80,15.00,-11.50,9.25,8.50
4283,13.72122324,83.70743556,5.59,62.00,-17.70,11.40,12.00
4288,13.74211318,23.62833516,5.46,135.60,-29.70,26.33,-0.84
4291,13.74909264,-74.30235609,6.68,125.67,115.09,19.66,22.00
4292,13.75065219,58.97269767,4.83,-31.90,-43.30,9.93,-23.00
4293,13.75130243,-69.52708424,5.45,7.45,-43.44,14.70,5.10
4298,13.77168101,48.67852014,6.28,-22.78,-10.34,4.82,-53.37
4311,13.79954050,-47.40596527,6.73,-80.24,-178.24,18.62,39.31
4317,13.81113572,24.55706196,6.19,23.76,-14.31,5.75,-11.60
4346,13.92666730,-7.34714891,5.88,-8.24,-45.48,5.42,1.90
4360,13.97069113,-53.19254133,6.61,16.70,-51.41,4.49,
4363,13.98140300,-27.77583946,6.11,11.18,-5.04,3.42,21.30
4366,13.99378853,27.20938091,6.08,-19.49,12.20,12.86,-5.00
4371,14.00620874,-11.26652632,5.35,-28.30,-8.14,5.92,-26.00
4382,14.03800455,13.95196051,6.46,-2.94,-3.37,7.99,5.50
4383,14.05405338,57.99655716,6.20,40.82,-15.25,5.03,-34.56
4390,14.06174388,35.22862139,6.93,28.16,-7.85,7.47,7.00
4411,14.12783046,42.97878671,6.53,-6.86,-9.55,3.93,-22.14
4422,14.16627130,59.18105564,4.62,-92.63,-45.49,16.32,-47.99
4427,14.17721554,60.71674038,2.15,25.17,-3.92,5.94,-4.80
4436,14.18838148,38.49934462,3.86,153.48,36.49,25.14,7.20
4439,14.19523309,-2.72990906,6.99,-20.39,-39.49,6.06,
4440,14.19572198,60.36283610,5.56,26.13,-3.79,6.06,-8.70
4446,14.22977595,68.77565695,6.39,111.20,-36.10,15.41,-11.80
4449,14.23106877,64.53228327,6.98,-0.67,-1.98,1.42,-8.70
4463,14.30166657,23.41764802,4.40,-43.46,-45.71,14.20,-10.30
4475,14.33169087,61.42189540,6.44,59.62,-15.49,5.03,-8.10
4496,14.40733536,-18.99862087,6.92,19.10,8.10,7.06,11.10
4500,14.41523361,1.78561230,6.97,9.78,11.53,3.10,
4501,14.41518873,45.83937883,6.10,11.17,-6.39,7.46,5.23
4510,14.45896617,28.99221671,5.44,5.28,-7.42,5.03,-5.20
4511,14.45922866,-1.76598106,6.56,25.20,-3.90,5.63,13.70
4520,14.47713233,13.69586509,6.30,-6.28,-6.54,6.73,18.40
4542,14.54116300,39.47537041,6.55,-2.04,-29.13,6.26,-3.19
4550,14.55301196,70.49636054,6.97,9.07,-3.64,3.90,
4552,14.55924644,33.95088455,5.99,34.95,-71.87,17.74,-23.33
4558,14.57871664,21.40449484,6.47,-12.60,-1.40,7.71,-6.00
4559,14.58105971,6.84431191,6.74,30.35,-6.93,5.09,
4563,14.59261908,-60.69623898,6.23,42.76,22.65,5.84,7.20
4572,14.62942551,66.35179335,5.97,43.81,-13.61,9.31,-9.20
4577,14.65150376,-29.35744905,4.30,20.28,5.38,4.20,9.60
4584,14.67958192,47.03658638,6.84,2.21,-7.91,5.66,-12.90
4587,14.68278241,-11.37997546,5.62,-34.04,-14.67,10.20,-18.60
4592,14.69060997,-5.88281622,6.57,3.07,-80.68,9.75,-16.14
4608,14.76269674,27.65713917,6.99,25.84,9.23,2.29,-11.13
4637,14.88453915,48.96633881,6.90,20.95,-30.98,18.21,-1.20
4655,14.95702752,6.48322520,6.14,19.40,-7.30,3.01,-13.86
4675,15.01483029,44.71324291,5.69,12.40,-23.60,8.40,4.40
4703,15.11659600,21.24914290,6.83,2.22,-5.83,3.03,-32.98
4704,15.12454982,80.54540404,6.67,85.61,13.24,9.20,
4709,15.12918650,70.98298844,6.40,75.81,-6.19,9.14,6.00
4719,15.14719273,-36.23824549,6.99,36.77,-3.64,4.90,
4726,15.16835041,-1.65862442,6.85,6.70,-19.32,2.80,18.00
4770,15.32614858,-38.91652735,5.59,66.98,49.29,6.35,-31.10
4771,15.32926632,45.45205054,6.86,99.07,-26.08,5.93,-68.18
4772,15.32929969,-60.86014803,6.91,73.63,97.66,21.99,31.20
4786,15.36268397,49.54422003,6.48,6.10,-2.10,3.10,
4789,15.37560243,69.35852146,6.67,-6.90,-3.40,3.65,4.90
4794,15.39240077,-38.21477289,6.61,-50.96,-88.18,13.16,
4801,15.41101980,-16.26557320,6.47,72.70,-91.54,10.77,-26.10
4809,15.43158967,25.29221892,6.71,134.70,-12.80,14.07,39.93
4811,15.44081690,57.81669560,6.77,1.05,-2.52,1.45,-8.30
4829,15.50758668,-57.00238911,6.12,6.38,16.88,8.29,13.00
4834,15.53194442,56.32867244,6.71,44.95,-11.77,5.00,-31.15
4843,15.57684897,81.87557530,6.90,24.53,-4.61,3.95,-2.00
4844,15.57693735,51.03493798,6.48,-4.05,-12.65,4.42,6.40
4852,15.61013832,-31.55200512,5.50,80.56,14.75,14.04,-15.40
4868,15.64842210,27.74795144,6.88,77.40,6.50,22.53,1.90
4878,15.67767646,9.13295523,6.83,65.55,-23.53,17.55,6.44
4879,15.67877774,-65.45610182,6.25,8.53,3.26,3.76,36.00
4889,15.70457184,31.80426290,5.50,14.37,-30.28,7.52,10.40
4890,15.70495781,-46.39731137,5.39,-1.99,11.25,13.68,-1.40
4902,15.72413250,51.79809322,6.84,10.00,-4.80,1.34,-15.00
4903,15.72609450,41.34515741,5.95,-19.70,-12.00,9.32,3.10
4906,15.73586845,7.89013546,4.27,-80.09,25.65,17.94,7.47
4911,15.75644601,47.37615789,6.46,81.30,-12.10,10.41,2.40
4914,15.76056716,-4.83660060,5.40,-116.40,-103.00,9.78,15.30
4932,15.82373101,-29.52584808,6.28,-102.59,-31.57,7.69,56.40
4934,15.82459175,-60.09748745,6.81,-119.04,-93.37,12.45,16.10
4935,15.82730209,-41.02111028,6.99,38.58,-2.92,2.46,4.00
4961,15.90437056,58.90921716,6.75,32.60,-14.76,2.43,-24.95
4962,15.90419046,61.07482263,5.92,-1.98,-2.97,1.63,-0.90
4965,15.91578936,84.60687916,6.74,64.80,-15.40,7.17,
4979,15.95428389,1.36684626,6.06,122.50,-40.70,16.63,5.60
4983,15.97232775,47.64229507,6.82,-5.16,-2.98,2.22,-55.00
4998,16.00995611,52.50216085,5.99,1.88,-61.26,3.06,-7.00
5016,16.06916853,54.20424607,6.84,-135.96,-62.99,15.73,-38.60
5021,16.08104573,61.58018388,5.83,-80.06,-25.04,12.38,-20.40
5026,16.09981736,-47.94033912,6.84,60.09,13.08,3.03,10.90
5034,16.11511217,29.65880635,6.20,84.20,-115.20,22.58,-3.50
5042,16.13573840,-33.53284519,6.44,-39.40,-13.60,6.11,13.60
5045,16.15191382,39.99111016,6.77,84.70,-22.90,12.66,11.50
5062,16.19499708,51.00978089,6.53,14.86,-6.49,2.48,-3.40
5070,16.20798822,74.37212554,6.82,19.32,-1.87,3.49,
5074,16.21932253,5.65626169,6.03,30.52,-14.82,5.01,-10.29
5081,16.27231523,14.94613348,5.64,6.96,53.57,18.32,4.34
5121,16.40367757,-9.97932270,6.09,-30.83,-34.20,10.76,11.22
5131,16.42064722,21.47318139,5.33,52.60,-18.00,11.86,-3.90
5132,16.42379923,21.46544248,5.55,49.70,-10.70,11.64,-7.20
5141,16.45512117,4.90837207,6.35,25.90,-119.70,24.61,-6.30
5164,16.52145155,-9.83935413,5.58,31.05,6.12,5.53,12.40
5165,16.52102840,-46.71841361,3.32,-26.90,6.10,0.12,-1.10
5169,16.52645721,-10.98544472,6.84,13.48,-29.08,8.93,
5170,16.53209824,-23.99245070,6.12,-39.50,-36.20,8.52,30.30
5175,16.54667055,32.18148534,6.28,7.05,-22.65,5.79,25.73
5186,16.59507244,62.76138907,6.52,102.67,-32.66,15.40,6.40
5193,16.61074580,-35.66066496,6.61,68.41,-16.53,6.60,17.90
5198,16.61538947,-39.85627773,6.64,17.49,19.22,3.40,
5204,16.64011159,12.95603948,6.14,13.68,26.18,7.50,5.10
5209,16.65677425,8.36003927,6.93,-53.66,-38.96,14.77,
5232,16.72504128,59.85860879,6.87,0.79,-14.05,5.73,-2.00
5233,16.72969709,70.93139996,6.63,77.16,-11.83,8.84,-6.00
5240,16.75072472,56.93497242,6.41,94.01,-108.19,10.09,-96.68
5248,16.77995960,20.15107753,6.99,5.33,2.88,4.12,
5251,16.78940869,53.49818511,6.31,17.50,-2.30,1.95,5.86
5259,16.80384694,-23.99633362,6.36,75.32,-31.58,14.54,9.00
5262,16.80786702,49.55544632,6.81,18.10,-10.20,5.30,-23.00
5268,16.82776521,-61.77528929,5.36,73.78,-11.55,10.72,-7.80
5296,16.94253562,-9.78555038,5.71,149.23,17.22,21.21,21.50
5300,16.94938882,-41.48691608,5.21,32.90,14.80,16.48,9.00
5310,16.98818032,20.73911258,5.56,78.80,-97.30,21.14,-15.20
5315,16.99860045,1.99304185,6.44,142.30,-429.60,20.63,-94.48
5317,17.00353724,43.94209203,5.04,161.21,-61.41,16.96,9.50
5319,17.00560185,32.01212987,6.23,204.00,-28.70,24.16,-16.20
5336,17.06830755,54.92033969,5.17,3412.30,-1600.10,132.40,-98.10
5339,17.06391663,28.86793935,6.86,-44.20,-88.61,11.97,-29.30
5344,17.09098791,9.90819687,6.71,-3.14,-2.35,2.86,-6.36
5346,17.09249309,5.64981907,5.51,-248.40,-165.49,27.84,10.90
5348,17.09617396,-55.24576016,3.94,24.60,30.40,10.92,15.30
5361,17.13944472,58.26344926,5.77,18.00,-9.50,5.41,-4.00
5363,17.14097244,-46.66798203,6.89,19.40,27.00,12.15,13.70
5364,17.14746490,-10.18226422,3.46,217.00,-138.20,26.32,11.40
5372,17.18698865,86.25709041,4.24,80.46,-11.34,11.64,8.38
5412,17.30078662,80.01157941,6.24,-31.90,-39.13,7.39,-27.71
5414,17.30447414,69.68652392,6.93,1.80,-1.00,0.75,-5.00
5434,17.37552272,47.24179245,4.26,0.00,-10.80,4.55,-2.20
5440,17.39563023,57.34999672,6.65,-66.01,-34.59,12.64,-44.40
5444,17.41312203,23.79423640,6.65,6.24,-22.09,8.20,-18.00
5447,17.43301493,35.62055770,2.07,175.00,-112.50,16.52,0.06
5454,17.45500808,19.65840810,5.57,-6.05,8.73,8.66,-6.60
5458,17.46776862,54.73896505,6.75,21.14,35.79,4.78,-243.67
5465,17.48724255,33.88144587,6.97,75.91,6.55,9.68,-8.80
5477,17.53072382,-57.69441869,6.41,-3.24,-114.80,7.96,88.30
5483,17.54767187,15.67391168,6.07,20.60,-24.67,6.06,2.81
5485,17.54977946,-8.90613526,6.40,-21.01,-39.26,8.43,-20.40
5488,17.56487853,-56.86296227,6.98,-48.82,-65.20,11.76,
5493,17.57808507,42.08147491,5.67,-135.10,-42.19,19.13,-14.20
5494,17.58104718,25.45776341,5.81,0.66,-114.43,8.28,3.24
5510,17.63980105,2.44566968,5.97,-7.88,-14.81,4.25,1.98
5512,17.64298059,51.01333185,6.90,0.90,20.80,9.56,-32.00
5518,17.66384307,68.77862080,5.32,34.90,-29.90,11.78,4.70
5531,17.71143802,67.78009511,6.55,247.60,24.70,18.30,-10.60
5542,17.77567508,55.14990064,4.34,226.77,-18.75,24.42,2.50
5544,17.77819712,31.42473633,5.15,-10.20,-10.80,6.79,-1.70
5550,17.79282306,37.72412122,5.80,-15.80,-7.00,4.13,-1.50
5551,17.79407578,46.18385202,6.60,-6.28,-25.54,2.70,-11.43
5566,17.85654762,64.20267697,5.56,40.82,-19.38,8.06,-10.10
5571,17.86341750,21.03465004,4.66,39.54,-10.44,8.50,15.04
5575,17.87071779,10.29190822,6.49,12.18,-7.13,7.55,
5586,17.91515340,30.08963821,4.51,73.20,-35.40,19.32,35.20
5589,17.92250739,65.01885377,5.57,23.73,-13.38,8.40,3.10
5594,17.93128664,-2.25107885,5.93,-57.99,-22.41,5.82,-8.90
5626,18.07008876,79.67396298,5.60,94.93,-5.06,12.07,10.00
5631,18.07979004,12.28182117,6.89,-85.53,-51.22,29.24,-1.60
5636,18.09715730,-30.80212804,6.54,42.97,-67.62,12.83,14.80
5646,18.12768268,2.47157866,6.55,-175.90,-106.50,20.74,3.30
5650,18.14200550,45.33753089,6.13,25.30,20.85,5.16,20.06
5661,18.18930355,-37.85647867,5.95,88.84,-29.97,14.41,10.90
5665,18.19466429,-35.20556160,6.97,13.46,-14.14,6.46,21.00
5666,18.19874431,-6.78337496,6.59,-54.20,-14.20,8.25,-11.40
5671,18.22079330,32.07544255,7.00,13.90,-11.90,4.97,-2.10
5679,18.24780802,30.06422933,6.24,21.80,-34.50,8.62,36.40
5688,18.29105485,61.70618828,6.40,33.70,-1.10,4.96,-4.30
5694,18.31744294,34.09840343,6.73,9.17,-6.21,3.44,-2.80
5717,18.38652845,29.73622902,6.74,-13.01,-36.50,6.31,-10.30
5737,18.43285720,7.57535376,5.21,143.00,-53.80,22.09,15.00
5742,18.43727980,24.58371315,4.67,19.00,-22.80,7.31,7.08
5743,18.43860703,7.57826124,6.44,134.90,-52.90,10.64,18.10
5764,18.50496334,-13.47525368,6.88,42.50,30.73,14.68,24.90
5772,18.52044620,28.52957493,6.33,62.08,-53.70,2.45,1.55
5778,18.53179007,16.13347858,5.97,-29.80,-24.30,7.17,-16.30
5799,18.60016589,-7.92282573,5.14,124.60,278.70,42.76,21.60
5824,18.67663261,6.99513614,6.04,-13.61,-24.60,6.28,-9.00
5833,18.70488336,-0.97379475,5.70,-14.80,204.90,23.30,25.50
5862,18.79633762,-45.53166422,4.97,665.13,177.63,66.16,12.70
5878,18.86782500,20.41454300,6.99,-17.48,-24.73,3.69,-7.30
5886,18.89853717,0.91245524,6.71,42.25,3.09,7.75,11.20
5896,18.94233654,-68.87592733,4.25,404.90,108.30,47.72,7.70
5914,19.02095773,25.76935772,6.76,-6.33,-0.92,2.60,18.00
5926,19.04957827,71.74384251,5.87,1.20,0.00,1.18,-17.00
5927,19.05018239,-42.00971619,6.58,-55.46,-21.35,5.60,
5928,19.05495872,87.14549616,6.20,50.68,-20.81,9.35,-9.97
5936,19.07884113,33.11472008,6.04,27.92,-36.42,9.37,6.25
5939,19.10205257,48.08224546,6.61,7.90,-4.35,2.67,-13.60
5942,19.11570543,23.58945879,6.69,-13.19,-9.42,4.15,-8.00
5943,19.12124902,-67.43103276,6.91,130.72,24.39,17.75,
5944,19.12188742,42.93941974,6.59,-112.66,-31.10,43.11,-13.03
5947,19.12865668,79.91001284,6.27,-48.70,58.70,13.77,-42.70
5951,19.15119996,-2.50036823,5.42,-99.51,-63.57,12.41,-30.11
5985,19.24585960,-2.27915998,6.52,259.30,-140.42,33.47,5.95
5992,19.26566029,-66.39785419,6.23,54.80,6.60,10.61,13.20
5993,19.27109903,44.90199225,6.11,12.34,-40.44,4.67,-51.45
6010,19.31917963,39.48054089,6.69,-15.34,-2.10,7.95,-15.10
6025,19.35046983,31.74461718,6.36,-45.89,3.71,11.75,-33.55
6027,19.35954867,57.63208014,6.86,2.59,1.08,1.72,-10.00
6039,19.39595252,-65.21177276,6.92,27.30,3.01,2.49,
6047,19.42406723,44.63191385,6.78,5.80,-1.80,3.06,-24.32
6048,19.42652148,-7.65950499,6.80,20.47,22.26,11.82,
6057,19.43883392,56.63159408,6.68,63.63,-15.56,8.25,
6060,19.44992365,49.00844510,6.99,21.24,-11.28,2.60,
6061,19.44981588,3.61446601,5.13,-47.07,-21.86,13.28,2.00
6087,19.54228558,47.41970605,6.29,7.97,-3.57,1.51,-3.44
6093,19.55784870,57.80316577,6.39,-7.00,-0.77,2.87,-16.16
6099,19.57774733,67.81642109,6.68,-8.30,-7.11,5.99,-27.00
6133,19.67604356,72.87791536,6.99,29.69,-18.47,5.18,
6137,19.68401061,-43.33291630,6.78,1.94,4.99,1.37,
6139,19.69169523,72.40143341,6.87,37.90,-9.69,5.58,
6140,19.69587212,37.38627482,6.44,-15.70,-9.10,7.78,5.00
6193,19.86664622,27.26405858,4.74,26.00,-11.50,10.59,5.80
6198,19.87198300,80.89421325,6.70,-23.00,7.90,6.27,
6226,19.95123020,-0.50902871,5.87,13.80,-15.90,9.93,14.70
6229,19.96556470,58.20814327,6.99,-0.40,-0.74,0.61,-28.50
6234,19.99067991,-15.81431678,6.70,52.80,-107.00,21.64,7.30
6237,20.01245572,-9.88378629,6.65,27.94,-75.89,20.63,14.90
6241,20.02044709,41.97052621,6.95,12.37,-57.39,15.83,-26.00
6242,20.02048422,58.23161078,4.95,-0.55,-1.61,0.27,-28.39
6261,20.08083765,77.57068243,6.31,-18.88,89.89,7.91,-73.90
6271,20.11642392,-57.33851701,7.00,179.60,97.90,20.29,-20.20
6272,20.11586496,-11.23899945,6.16,-49.98,-75.61,8.91,-10.40
6283,20.14404995,-3.24698981,6.26,-1.63,3.86,7.29,-3.00
6288,20.16937154,-13.88997651,6.84,41.24,8.07,6.47,8.10
6312,20.27194492,64.65813095,6.33,59.20,-25.30,12.80,-14.50
6315,20.28072053,28.73820708,5.23,28.08,-75.43,9.31,-38.48
6331,20.32298532,-6.15952240,6.78,24.44,-36.11,6.74,4.50
6333,20.32678045,-49.74154142,6.75,39.30,39.05,9.22,
6334,20.33025597,11.53674591,6.89,59.80,1.10,4.84,24.00
6336,20.35258704,-50.93693499,6.60,37.36,-5.44,5.60,
6369,20.45344244,-66.38412809,6.94,-34.01,-5.92,12.09,
6371,20.46644006,50.12198361,6.54,5.00,-2.28,0.19,
6376,20.49290248,12.60416658,6.97,34.24,-4.21,12.36,5.06
6378,20.49627386,76.23880425,6.37,67.30,-33.56,13.15,-15.50
6393,20.53853250,-37.05157708,6.71,14.63,-6.28,6.57,0.40
6401,20.55245132,43.58411649,6.69,3.54,-7.74,3.06,11.00
6405,20.57448416,18.68270415,6.96,557.21,-2.85,38.78,5.68
6411,20.58508262,45.52877782,4.87,31.44,8.84,15.21,-12.59
6427,20.62700349,-19.08120763,6.35,-82.80,-70.30,16.26,-5.60
6429,20.64512513,-0.44967302,6.50,24.26,-11.78,7.28,14.40
6432,20.65397084,1.72633239,6.21,65.23,-44.95,4.71,-16.86
6440,20.67940456,-36.59652585,6.71,57.96,-25.74,10.84,-13.00
6441,20.68110692,4.73824091,6.87,-31.01,-20.22,3.85,0.00
6451,20.72334703,11.36650413,6.77,44.55,-47.30,10.36,-16.41
6477,20.82156990,-33.54802271,6.80,40.64,-3.88,5.75,
